,1. open,2. high,3. low,4. close,5. volume,BTC_USD_Close
2025-02-14,96625.29000000,98890.11000000,96268.56000000,97509.03000000,7744.67640105,97509.03
2025-02-15,97507.94000000,97997.85000000,97225.01000000,97596.94000000,1626.51929078,97596.94
2025-02-16,97596.54000000,97738.22000000,96057.68000000,96119.88000000,2174.29326885,96119.88
2025-02-17,96119.88000000,97050.64000000,95200.00000000,95781.80000000,3533.01273263,95781.8
2025-02-18,95781.80000000,96730.00000000,93333.00000000,95607.40000000,8867.39878431,95607.4
2025-02-19,95612.97000000,96880.00000000,95000.01000000,96632.03000000,6945.44897339,96632.03
2025-02-20,96632.03000000,98768.54000000,96419.07000000,98347.20000000,10582.84622768,98347.2
2025-02-21,98347.20000000,99517.52000000,94721.92000000,96157.03000000,19298.23921958,96157.03
2025-02-22,96157.03000000,96982.52000000,95767.95000000,96582.12000000,7324.02366243,96582.12
2025-02-23,96578.49000000,96679.93000000,95243.91000000,96265.98000000,3787.84705335,96265.98
2025-02-24,96266.23000000,96515.41000000,91300.00000000,91510.82000000,12644.04350070,91510.82
2025-02-25,91509.88000000,92549.99000000,85836.18000000,88583.74000000,31587.91715546,88583.74
2025-02-26,88583.17000000,89305.68000000,82111.12000000,84111.78000000,21568.55463119,84111.78
2025-02-27,84111.77000000,86993.87000000,82554.11000000,84625.19000000,16836.55524727,84625.19
2025-02-28,84627.50000000,85116.19000000,78167.81000000,84297.73000000,30755.74245077,84297.73
2025-03-01,84297.74000000,86534.96000000,83772.54000000,86018.76000000,6852.54412620,86018.76
2025-03-02,86018.82000000,95128.88000000,85003.35000000,94265.48000000,16751.22972996,94265.48
2025-03-03,94265.47000000,94415.61000000,85007.01000000,86161.10000000,22691.67068614,86161.1
2025-03-04,86161.09000000,88977.27000000,81444.00000000,87249.96000000,23130.37098654,87249.96
2025-03-05,87247.93000000,91000.00000000,86329.22000000,90603.73000000,14900.93396554,90603.73
2025-03-06,90607.73000000,92817.29000000,87790.50000000,89921.85000000,13302.87500105,89921.85
2025-03-07,89915.02000000,91280.00000000,84608.27000000,86756.98000000,27137.20223020,86756.98
2025-03-08,86753.30000000,86863.38000000,85200.00000000,86206.69000000,3023.24786650,86206.69
2025-03-09,86206.64000000,86480.00000000,80000.00000000,80699.17000000,7565.44749561,80699.17
2025-03-10,80708.21000000,84033.66000000,77389.00000000,78544.71000000,21375.10120997,78544.71
2025-03-11,78548.18000000,83600.00000000,76555.00000000,82914.51000000,17096.37980265,82914.51
2025-03-12,82911.81000000,84442.69000000,80572.21000000,83659.43000000,12612.03125479,83659.43
2025-03-13,83659.45000000,84310.80000000,79890.00000000,81073.43000000,10504.15100874,81073.43
2025-03-14,81071.50000000,85318.61000000,80771.17000000,83980.49000000,10857.45703924,83980.49
2025-03-15,83989.86000000,84690.43000000,83612.24000000,84351.46000000,2331.92028578,84351.46
2025-03-16,84351.45000000,85092.35000000,81969.44000000,82562.57000000,4059.89765099,82562.57
2025-03-17,82562.50000000,84758.46000000,82416.98000000,84011.40000000,7785.97733364,84011.4
2025-03-18,84011.39000000,84029.67000000,81125.00000000,82698.76000000,7316.63296603,82698.76
2025-03-19,82699.53000000,87045.45000000,82535.53000000,86877.96000000,13053.65803714,86877.96
2025-03-20,86877.97000000,87492.87000000,83596.75000000,84183.42000000,9880.31696275,84183.42
2025-03-21,84183.41000000,84809.72000000,83100.00000000,84061.96000000,6257.63558757,84061.96
2025-03-22,84061.96000000,84517.75000000,83659.69000000,83852.03000000,2108.51345069,83852.03
2025-03-23,83852.06000000,86128.99000000,83804.67000000,86092.94000000,3467.46945277,86092.94
2025-03-24,86092.95000000,88804.64000000,85533.06000000,87523.62000000,13107.50391644,87523.62
2025-03-25,87518.09000000,88584.34000000,86321.97000000,87427.88000000,10153.98312373,87427.88
2025-03-26,87432.82000000,88304.10000000,85850.00000000,86926.01000000,6885.71986041,86926.01
2025-03-27,87429.61000000,87474.54000000,87108.87000000,87217.48000000,261.49922823,87217.48
2025-03-28,87214.07000000,87498.15000000,83533.40000000,84381.80000000,10031.80008987,84381.8
2025-03-29,84381.81000000,84584.13000000,81608.99000000,82616.83000000,3194.24303663,82616.83
2025-03-30,82624.06000000,83508.98000000,81538.88000000,82379.98000000,2472.72302228,82379.98
2025-03-31,82379.98000000,83920.80000000,81265.16000000,82534.32000000,6887.94694226,82534.32
2025-04-01,82534.31000000,85566.53000000,82403.32000000,85170.37000000,9130.97692565,85170.37
2025-04-02,85166.92000000,88530.00000000,82283.01000000,82490.08000000,16748.28262337,82490.08
2025-04-03,82490.10000000,83953.45000000,81177.70000000,83174.33000000,11800.91106566,83174.33
2025-04-04,83178.68000000,84720.67000000,81643.54000000,83860.16000000,14593.03092888,83860.16
2025-04-05,83859.78000000,84238.35000000,82346.61000000,83498.25000000,2836.42920662,83498.25
2025-04-06,83505.88000000,83773.58000000,77058.99000000,78370.75000000,11014.85947730,78370.75
2025-04-07,78370.15000000,81223.67000000,74420.69000000,79140.01000000,26706.52930797,79140.01
2025-04-08,79140.02000000,80849.98000000,76167.35000000,76251.64000000,14917.02351692,76251.64
2025-04-09,76258.80000000,76801.53000000,75836.51000000,76754.00000000,366.94393055,76754.0
