Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
MSTR,Common Stock,MicroStrategy Incorporated,"MicroStrategy Incorporated provides global business analysis software and services. The company is headquartered in Tysons Corner, Virginia.",1050446,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1850 TOWERS CRESCENT PLAZA, TYSONS CORNER, VA, US",https://www.strategy.com,December,2024-12-31,76472771000,-1847469952,None,3.09,74.17,None,None,-6.05,2.407,-2.517,-8.43,-0.0757,-0.114,463456000,333988000,-6.05,-0.775,-0.03,514.09,4,8,1,0,0,-,3.169,154.0,4.195,180.56,-447.32,3.474,543,101,305.82,249.09,240816000,None,None
